# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 12 06:00:32 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_locale:    Discovery Locale
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist
1629,K2-381 b,K2-381,1,3,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.93893340,,1.075,1.26000,145.7010000
1630,K2-381 c,K2-381,1,3,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.03465600,,2.000,4.66000,145.7010000
1631,K2-381 d,K2-381,1,3,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,26.80302300,,1.689,3.50000,145.7010000
1632,K2-382 b,K2-382,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,21.70015600,,2.072,4.95000,278.4120000
1633,K2-383 b,K2-383,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.86596200,,1.564,3.07000,203.7880000
1634,K2-384 b,K2-384,1,5,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.23152700,,1.076,1.26000,82.6603000
1635,K2-384 c,K2-384,1,5,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.19476600,,1.191,1.82000,82.6603000
1636,K2-384 d,K2-384,1,5,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.67958200,,1.392,2.52000,82.6603000
1637,K2-384 e,K2-384,1,5,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.71504300,,1.345,2.37000,82.6603000
1638,K2-384 f,K2-384,1,5,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.62749000,,2.222,5.57000,82.6603000
1639,K2-385 b,K2-385,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.38086700,,1.539,2.98000,420.8190000
1640,K2-386 b,K2-386,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.47322300,,2.320,5.99000,428.7850000
1641,K2-387 b,K2-387,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,28.73532700,,7.322,42.20000,266.3180000
1642,K2-388 b,K2-388,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.33906900,,3.660,13.00000,290.4950000
1643,K2-389 b,K2-389,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.58404300,,2.184,5.41000,259.2080000
1644,K2-389 c,K2-389,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.85133700,,2.040,4.82000,259.2080000
1645,K2-39 b,K2-39,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.60543000,0.057080,6.277,28.60470,307.4700000
1646,K2-390 b,K2-390,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.31279200,,4.662,19.60000,456.1220000
1647,K2-391 b,K2-391,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.62265400,,1.371,2.45000,507.9400000
1648,K2-392 b,K2-392,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.39872300,,1.850,4.08000,406.9850000
1649,K2-393 b,K2-393,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.41318100,,2.352,6.13000,265.9140000
1650,K2-394 b,K2-394,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.09571700,,1.692,3.51000,98.0152000
1651,K2-395 b,K2-395,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.80335200,,2.597,7.26000,286.7270000
1652,K2-395 c,K2-395,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.49128200,,3.395,11.40000,286.7270000
1653,K2-396 b,K2-396,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.67386200,,1.579,3.12000,274.8640000
1654,K2-396 c,K2-396,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,25.76051000,,3.124,9.93000,274.8640000
1655,K2-397 b,K2-397,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.57232600,,2.417,6.42000,199.3540000
1656,K2-398 b,K2-398,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.39302500,,2.274,5.79000,606.9920000
1657,K2-398 c,K2-398,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.78783900,,5.098,22.80000,606.9920000
1658,K2-399 b,K2-399,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.75997800,,6.049,30.50000,515.4910000
1659,K2-4 b,K2-4,1,1,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.00341700,0.078000,2.100,5.06000,231.8280000
1660,K2-400 b,K2-400,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.86505300,,1.163,1.67000,62.3804000
1661,K2-401 b,K2-401,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.29309900,,2.262,5.74000,200.7270000
1662,K2-402 b,K2-402,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,17.27474000,,2.678,7.65000,523.0550000
1663,K2-403 b,K2-403,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,33.58997900,,5.333,24.60000,246.5990000
1664,K2-404 b,K2-404,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.11536500,,2.530,6.94000,121.6300000
1665,K2-405 b,K2-405,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.43547100,,4.569,18.90000,197.2340000
1666,K2-406 b,K2-406,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,22.54940600,,4.602,19.20000,85.3751000
1667,K2-407 b,K2-407,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.94190700,,1.283,2.19000,218.3760000
1668,K2-407 c,K2-407,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.22453000,,1.360,2.42000,218.3760000
1669,K2-408 b,K2-408,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.97895900,,1.677,3.45000,162.3060000
1670,K2-409 b,K2-409,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.90808400,,2.482,6.72000,431.0310000
1671,K2-411 b,K2-411,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.21410000,0.051100,0.990,0.93700,298.2190000
1672,K2-412 b,K2-412,1,1,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.93820000,0.058600,2.116,5.13000,654.0850000
1673,K2-413 b,K2-413,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.80940000,0.011700,0.760,0.36300,285.1620000
1674,K2-413 c,K2-413,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.33010000,0.042600,1.233,2.05000,285.1620000
1675,K2-414 b,K2-414,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.36960000,0.048700,1.219,1.98000,260.0360000
1676,K2-414 c,K2-414,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.66900000,0.055200,1.929,4.38000,260.0360000
1677,K2-42 b,K2-42,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.68796000,0.061700,2.150,5.27000,396.9130000
1678,K2-43 b,K2-43,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.47114900,0.037840,4.510,18.50000,182.5360000
1679,K2-43 c,K2-43,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.19888400,,2.420,6.44000,182.5360000
1680,K2-44 b,K2-44,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.65700000,0.060000,2.433,6.50000,476.7030000
1681,K2-45 b,K2-45,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.72926840,0.022400,6.710,36.40000,495.3170000
1682,K2-46 b,K2-46,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.15410000,0.138210,2.050,4.86000,449.2370000
1683,K2-47 b,K2-47,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,31.63720000,0.177900,1.890,4.23000,349.8810000
1684,K2-48 b,K2-48,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.50650000,0.134400,2.240,5.65000,313.7640000
1685,K2-49 b,K2-49,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.77065000,0.030900,1.930,4.38000,457.1250000
1686,K2-5 b,K2-5,1,2,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.73594000,0.053200,1.910,4.31000,202.9430000
1687,K2-5 c,K2-5,1,2,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.93241000,0.081800,2.260,5.73000,202.9430000
1688,K2-50 b,K2-50,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.75290000,0.070500,1.590,3.15000,257.4430000
1689,K2-52 b,K2-52,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.53505500,0.054000,18.000,45700.00000,1038.4100000
1690,K2-53 b,K2-53,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.20772000,0.098000,2.600,7.27000,138.0180000
1691,K2-54 b,K2-54,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.78430000,0.067100,1.150,1.60000,174.9550000
1692,K2-55 b,K2-55,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.84925800,0.034860,3.820,14.00000,159.5220000
1693,K2-57 b,K2-57,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.00630000,0.074600,2.100,5.06000,264.2130000
1694,K2-58 b,K2-58,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.05254000,0.069200,2.680,7.65000,181.7460000
1695,K2-58 c,K2-58,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.53726000,0.035000,1.620,3.26000,181.7460000
1696,K2-58 d,K2-58,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,22.88270000,0.151700,1.710,3.57000,181.7460000
1697,K2-59 b,K2-59,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.69210000,0.135400,2.410,6.39000,311.3130000
1698,K2-59 c,K2-59,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.29540000,0.090500,2.300,5.90000,311.3130000
1699,K2-6 b,K2-6,1,1,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,30.94191000,0.189800,2.500,6.80000,316.8190000
1700,K2-60 b,K2-60,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.00265000,0.045000,7.656,135.39558,491.8700000
1701,K2-61 b,K2-61,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.57302000,0.039200,2.480,6.71000,405.7320000
1702,K2-62 b,K2-62,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.67202000,0.063600,2.140,5.22000,112.4670000
1703,K2-62 c,K2-62,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,16.19660000,0.114800,2.140,5.22000,112.4670000
1704,K2-63 b,K2-63,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,20.25700000,0.162700,3.220,10.50000,517.5340000
1705,K2-63 c,K2-63,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,25.45560000,0.189000,3.900,14.50000,517.5340000
1706,K2-64 b,K2-64,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.53044000,0.061900,2.070,4.94000,499.8910000
1707,K2-65 b,K2-65,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,12.64750000,0.101400,1.580,3.12000,72.2000000
1708,K2-66 b,K2-66,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.06963000,0.059830,2.490,21.30000,513.8770000
1709,K2-68 b,K2-68,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.05428000,0.070800,1.580,3.12000,168.6520000
1710,K2-69 b,K2-69,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.06599000,0.059100,2.320,5.99000,180.6970000
1711,K2-7 b,K2-7,1,1,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,28.67992000,0.181400,2.670,7.61000,738.5530000
1712,K2-70 b,K2-70,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.97896000,0.111200,2.890,8.70000,232.9640000
1713,K2-71 b,K2-71,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.98541000,0.055900,2.150,5.27000,153.1920000
1714,K2-72 b,K2-72,1,4,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.57721200,0.040000,1.080,1.28000,66.4321000
1715,K2-72 c,K2-72,1,4,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.18903400,0.078000,1.160,1.65000,66.4321000
1716,K2-72 d,K2-72,1,4,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.76017800,0.050000,1.010,1.01000,66.4321000
1717,K2-72 e,K2-72,1,4,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,24.15886800,0.106000,1.290,2.21000,66.4321000
1718,K2-73 b,K2-73,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.49543000,0.076190,2.450,6.57000,269.1830000
1719,K2-74 b,K2-74,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.56660000,0.140200,2.310,5.95000,377.8220000
1720,K2-75 b,K2-75,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,7.81420000,0.081000,2.670,7.61000,561.9300000
1721,K2-75 c,K2-75,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.31100000,0.142900,2.770,8.10000,561.9300000
1722,K2-77 b,K2-77,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.19979600,0.076000,2.300,603.87700,141.7310000
1723,K2-79 b,K2-79,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.99474800,0.098700,4.050,15.40000,256.0110000
1724,K2-8 b,K2-8,1,2,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.35239000,0.085600,3.580,12.50000,403.5130000
1725,K2-8 c,K2-8,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.06416000,0.053200,2.410,6.39000,403.5130000
1726,K2-80 b,K2-80,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.09180000,0.135000,2.010,4.70000,200.8020000
1727,K2-80 c,K2-80,1,3,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.60500000,0.059600,1.470,2.76000,200.8020000
1728,K2-80 d,K2-80,1,3,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,28.86725300,,2.552,7.04000,200.8020000
1729,K2-81 b,K2-81,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.10232500,0.059000,1.970,4.54000,252.3180000
1730,K2-83 b,K2-83,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.74697000,0.030140,1.244,2.08000,125.5290000
1731,K2-83 c,K2-83,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.99767000,0.071310,1.483,2.80000,125.5290000
1732,K2-84 b,K2-84,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.42150000,0.066500,2.410,6.39000,284.8760000
1733,K2-84 c,K2-84,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,27.86000000,0.176800,2.030,4.78000,284.8760000
1734,K2-85 b,K2-85,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.68455900,0.013000,1.200,1.87000,97.2179000
1735,K2-86 b,K2-86,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.77683000,0.077000,1.960,4.50000,258.6990000
1736,K2-87 b,K2-87,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,9.72661800,0.094000,7.600,44.90000,491.2420000
1737,K2-88 b,K2-88,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.61220000,0.034500,1.230,2.04000,110.5610000
1738,K2-89 b,K2-89,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.09602600,0.014620,0.615,0.17000,86.0386000
1739,K2-9 b,K2-9,1,1,0,Transit,2015,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.44980000,0.091000,2.250,5.69000,82.9631000
1740,K2-90 b,K2-90,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.73331400,0.096000,2.600,7.27000,134.1880000
1741,K2-90 c,K2-90,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.90070600,0.035000,1.300,2.24000,134.1880000
1742,K2-91 b,K2-91,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.41954900,0.016400,1.100,1.37000,62.5785000
1743,K2-95 b,K2-95,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.13464540,0.052500,3.310,11.00000,179.8540000
1744,K2-97 b,K2-97,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.40672600,0.086000,10.610,152.55840,878.4300000
1745,K2-98 b,K2-98,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,10.13644800,0.097400,5.200,32.20000,518.6250000
1746,K2-99 b,K2-99,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.25198500,0.159700,11.730,308.29510,519.2290000
1747,KELT-1 b,KELT-1,1,1,0,Transit,2012,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,1.21751400,0.024660,12.442,8654.15000,268.4300000
1748,KELT-10 b,KELT-10,1,1,0,Transit,2016,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,4.16627390,0.052500,15.681,215.80657,188.4040000
1749,KELT-11 b,KELT-11,1,1,0,Transit,2017,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,4.73610000,0.062290,15.132,54.34893,99.1596000
1750,KELT-12 b,KELT-12,1,1,0,Transit,2017,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,5.03162300,0.067080,19.952,301.93850,368.0300000
1751,KELT-14 b,KELT-14,1,1,0,Transit,2016,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,1.71005660,0.030050,19.537,408.09372,250.1210000
1752,KELT-15 b,KELT-15,2,1,0,Transit,2016,Ground,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,3.32944000,0.046130,19.504,416.35730,324.6830000
1753,KELT-16 b,KELT-16,2,1,0,Transit,2017,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,0.96899510,0.020440,15.861,874.03250,444.5860000
1754,KELT-17 b,KELT-17,1,1,0,Transit,2016,Ground,KELT,Multiple Telescopes,Multiple Instruments,3.08017160,0.048810,17.094,416.35730,226.5000000
1755,KELT-18 b,KELT-18,2,1,0,Transit,2017,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2.87175180,0.045500,17.598,375.03940,321.3760000
1756,KELT-19 A b,KELT-19 A,2,1,0,Transit,2017,Ground,KELT,Multiple Telescopes,Multiple Instruments,4.61170930,0.063700,21.409,1293.56810,300.2760000
1757,KELT-2 A b,KELT-2 A,2,1,0,Transit,2012,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,4.11379000,0.054970,15.132,540.31100,134.0580000
1758,KELT-20 b,KELT-20,1,1,0,Transit,2017,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,3.47410850,0.054200,19.515,1074.90106,136.4260000
1759,KELT-21 b,KELT-21,1,1,0,Transit,2018,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,3.61276470,0.052240,17.777,1242.71530,470.8780000
1760,KELT-23 A b,KELT-23 A,2,1,0,Transit,2019,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2.25525100,0.033020,14.830,298.12454,126.2610000
1761,KELT-24 b,KELT-24,1,1,0,Transit,2019,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,5.55149260,0.069690,14.258,1646.35940,96.5173000
1762,KELT-3 b,KELT-3,2,1,0,Transit,2013,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2.70339000,0.041230,17.486,616.59020,210.2520000
1763,KELT-4 A b,KELT-4 A,3,1,0,Transit,2016,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2.98959320,0.043170,19.044,286.68266,218.0500000
1764,KELT-6 b,KELT-6,1,2,0,Transit,2014,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,7.84570000,0.079390,14.572,165.27160,240.7260000
1765,KELT-6 c,KELT-6,1,2,0,Radial Velocity,2015,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1276.00000000,2.390000,13.000,1179.14930,240.7260000
1766,KELT-7 b,KELT-7,1,1,0,Transit,2015,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,2.73477000,0.044150,17.934,441.78370,136.6810000
1767,KELT-8 b,KELT-8,1,1,0,Transit,2015,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,3.24406000,0.045500,18.159,209.76780,197.5720000
1768,KELT-9 b,KELT-9,2,1,0,Transit,2017,Ground,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,1.48112350,0.034620,21.196,915.35040,204.4550000
1769,KIC 10001893 b,KIC 10001893,1,3,0,Orbital Brightness Modulation,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.21970000,,,,1672.9400000
1770,KIC 10001893 c,KIC 10001893,1,3,0,Orbital Brightness Modulation,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.32528000,,,,1672.9400000
1771,KIC 10001893 d,KIC 10001893,1,3,0,Orbital Brightness Modulation,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.81161000,,,,1672.9400000
1772,KIC 10068024 b,KIC 10068024,1,1,0,Orbital Brightness Modulation,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.07354900,,13.400,635.65681,721.1050000
1773,KIC 10525077 b,KIC 10525077,1,1,0,Transit,2015,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,854.08300000,,5.500,25.90000,1461.1500000
1774,KIC 3526061 b,KIC 3526061,1,1,0,Radial Velocity,2022,Ground,McDonald Observatory,2.7 m Harlan J. Smith Telescope,Tull Coude Spectrograph,3552.00000000,5.140000,12.100,5768.58559,401.2290000
1775,KIC 3558849 b,KIC 3558849,1,1,0,Transit,2015,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1322.30000000,,6.900,38.10000,1215.7000000
1776,KIC 5095269 b,KIC 5095269,2,1,0,Eclipse Timing Variations,2017,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,237.68977000,0.800000,12.600,2445.06619,1188.5400000
1777,KIC 5437945 b,KIC 5437945,1,2,0,Transit,2015,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,440.78130000,1.145500,6.400,33.60000,1274.0100000
1778,KIC 5479689 b,KIC 5479689,1,1,0,Orbital Brightness Modulation,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.70153100,,14.200,158.91420,454.9500000
1779,KIC 5951458 b,KIC 5951458,2,1,0,Transit,2015,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1320.10000000,,6.600,35.40000,742.6880000
1780,KIC 7917485 b,KIC 7917485,1,1,0,Pulsation Timing Variations,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,840.00000000,,12.400,3750.39400,1382.8900000
1781,KIC 8121913 b,KIC 8121913,1,1,0,Orbital Brightness Modulation,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.29460100,,13.400,667.43965,707.3030000
1782,KIC 8540376 b,KOI-7892,1,3,0,Transit,2015,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.80990000,,4.100,15.80000,1072.3000000
1783,KIC 8540376 c,KOI-7892,1,3,0,Transit,2015,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,75.20000000,,2.400,6.35000,1072.3000000
1784,KIC 9663113 b,KIC 9663113,1,2,0,Transit,2015,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,572.38470000,1.406200,4.600,19.20000,1594.7400000
